3585,1529,849,3,1729,1632,2743,3632,1446,2735,2235,1,1055,77,2420,1434,3364,31,1267,1050,1790,3649,621,2131,2391,3398,1597,2442,2547,1444,1227,1248,3330,611,3172,915,3345,1229,2706,1578,1129,2567,3120,1221,3997,2451,803,1024,2869,255
277,3402,3294,1046,202,2491,1045,3852,1126,1421,1035,2947,2586,3223,702,3429,3572,1028,3068,689,3768,976,1339,1812,2880,2615,2469,1519,2462,2052,339,2841,1422,1095,1813,4026,4067,451,795,2938,829,3306,71,911,637,3580,243,3236,3371,1317
3712,2675,987,2767,1612,677,2022,1865,668,14,853,3434,2346,3866,743,1458,3929,1787,1488,514,614,817,2109,1696,2080,3407,1398,2698,2810,2767,3225,3828,3245,3317,1919,1472,2482,2276,1902,225,1301,369,1721,918,550,505,1981,3511,1642,3614
3734,740,690,3569,623,1443,3451,1467,1468,166,4027,2895,1153,3413,2468,3881,2473,3070,2482,1281,2243,3673,1166,713,3112,2348,2023,3329,2298,763,1384,3959,2595,145,2248,128,837,1811,1257,2887,1381,735,2890,16,971,3978,118,1460,320,3244
1229,458,2895,2823,2210,4011,168,2666,1557,1684,1824,483,33,3276,3225,342,1683,1779,246,1493,659,2289,1726,2803,999,3588,1382,1751,1503,426,1170,3999,1870,1777,184,95,1944,3431,591,1245,2786,2816,2480,418,1286,1882,979,2123,1995,1773
2838,476,2476,1018,2615,2527,270,2044,3411,96,867,392,1711,695,1323,2136,1004,51,3162,3507,757,403,3519,3324,3494,2906,1528,1220,3726,2227,100,1172,243,1111,2771,1555,2338,3555,3335,2497,2950,1557,1534,3254,1619,61,4096,1814,1537,2540
961,1131,1926,2498,335,2028,1472,4022,3498,2466,630,3126,3740,179,2906,1195,2288,1232,4016,2896,228,1871,3130,2393,3570,328,1959,3769,3265,3172,349,964,195,2458,1754,1497,837,1713,1662,2295,435,2014,3203,2045,1038,3058,2164,2076,3424,1648
135,751,56,186,3451,1711,3276,864,755,233,3853,2695,733,2477,3361,448,544,691,1765,1907,1615,859,1559,2724,1592,2775,894,940,1084,2207,227,1795,3108,776,858,107,1741,870,994,202,61,3587,181,3746,854,2802,1871,4079,1999,1791
3936,817,4028,2797,3483,1574,2980,1708,3753,3889,3820,1711,2916,3173,471,850,3058,1136,2220,440,682,2973,287,1939,2340,3930,1827,887,2004,3027,2390,458,2409,1617,1583,2274,1482,2849,1101,2097,3218,751,2178,1143,4035,2,1920,2975,1130,4044
1294,2022,2153,131,3500,859,2245,3360,3886,381,51,3178,2469,957,634,3659,28,1793,3131,1933,492,1313,2436,3174,1547,2975,4006,364,1931,3956,1914,1504,2041,4037,2117,3212,1543,1520,665,1117,2900,566,1007,3871,1583,1689,2782,2150,2226,114
2776,2828,873,2920,215,1072,1174,3324,2724,3629,2241,131,3204,4047,3706,1436,974,694,1050,2903,1220,762,1851,387,3817,1821,3932,3110,679,3548,1171,1280,740,2743,3074,2299,2304,3420,563,4087,1285,907,3058,2912,4001,3770,3906,3858,3841,288
3978,1126,427,3168,1051,890,1102,27,3834,3575,3903,3688,56,2323,1384,3643,2996,1675,3078,176,737,256,571,586,3790,3902,2001,713,2859,2965,266,3218,885,3266,2807,1589,1996,2006,3425,3611,546,2524,3489,3459,1480,1756,2247,3008,1599,3701
3027,755,1351,193,3414,169,2209,3639,2419,933,726,1705,161,1282,1082,3090,2172,317,3521,35,1085,789,1195,1022,506,3173,663,183,3597,2362,1571,1888,241,1524,1588,1215,2925,1667,4012,4080,3252,3730,965,3010,1483,1696,171,2193,690,2005
3479,1807,427,926,251,3634,909,3313,3336,2285,2114,2042,3740,2075,2550,526,2907,1752,1089,1555,2905,687,3916,1567,1934,1129,2290,2340,2485,1357,1841,950,1819,289,4066,3362,165,735,722,2330,2078,2938,288,3167,3996,331,1247,3341,4,3457
1483,3708,1204,416,2426,1804,1540,2869,3459,1259,1480,2958,1504,1090,264,2589,2048,1607,79,342,3663,1980,52,496,2748,2927,1012,1689,1218,4037,2206,1489,229,2582,1229,1812,1733,2633,2441,3812,265,4031,3814,858,250,3429,964,505,2866,705
836,1295,847,330,3541,2384,3020,2332,1285,2591,1816,1524,837,54,2543,73,3206,2089,1208,198,1520,3119,126,3798,3933,2709,4012,2997,1844,1065,4060,1415,1963,3288,1809,1663,3217,2308,2249,806,686,2636,3515,1929,1702,4068,14,2138,3345,3223
2564,2336,530,480,2599,3026,2886,1642,1604,559,3743,1530,2390,1148,2856,233,2779,1991,404,3487,2672,1391,3963,210,2259,1189,1630,1304,3141,1125,3212,450,1362,993,3362,3658,217,3348,1633,1748,3295,2105,2980,474,2073,67,3401,2920,3752,1282
625,1527,2099,1220,2612,3339,3567,2766,879,3751,1849,2440,3727,1973,3030,2522,3215,2813,4024,2407,2690,1594,1832,3564,3012,3880,1193,32,1817,3823,3250,2554,366,1100,1598,3344,1778,657,1130,1327,617,3809,2088,877,2293,2034,1888,276,2849,2075
3417,185,2818,2656,429,1617,3597,1795,1819,3867,3208,3495,165,1787,84,2357,1489,1606,1042,6,609,2521,1207,34,2747,3894,1208,2632,3137,136,2552,3682,1751,2906,3876,2591,1324,1027,2926,3519,2426,2156,1613,3647,2371,1518,2537,356,362,2872
1546,947,1013,1284,2885,645,2023,4065,2246,1543,844,2163,4039,1192,3553,3310,1035,4092,801,2798,1931,2076,302,1433,2597,1694,1664,4090,1456,200,867,3521,1417,3169,1604,2439,502,629,883,2139,531,958,3638,3120,793,1580,2820,1408,1028,3231
4002,1467,349,1067,543,1669,1067,3145,3357,541,125,3112,77,2434,905,2494,381,1737,2194,1885,1946,2534,455,2399,993,1271,2354,1377,1448,3559,3948,3718,3192,1863,3935,2946,2283,3758,1142,2309,2608,772,44,2687,1793,2016,896,2219,1199,1346
992,650,1971,234,1302,3639,642,2943,3700,68,2239,314,1283,2913,135,834,2980,2550,3881,3882,1217,2193,2570,1624,1539,602,3853,1107,2386,2879,3491,2062,689,2541,4053,354,1371,704,3638,2342,3620,2270,574,3163,2704,3212,501,3788,3691,135
2539,2054,2828,771,628,798,2361,3932,1821,1104,2447,3832,3841,2112,276,59,986,3339,1148,145,3630,1386,661,1574,241,3009,2402,1804,4008,229,2700,1600,2196,682,2697,54,2805,3592,4047,625,3373,2167,3154,1525,846,3570,232,512,336,3192
1792,553,2504,3523,1203,168,3374,3911,3346,963,1274,3079,2700,1947,2756,1340,3045,3375,2542,1126,1700,606,1959,2688,1744,269,3441,826,785,3110,4031,517,1632,975,2394,1504,198,302,853,240,706,1527,3567,1786,3859,2890,972,3428,227,18
