1916,574,363,1200,2429,1442,1766,286,924,1050,956,1582,3880,928,1837,4036,1419,1132,2656,3698,1015,1441,398,2880,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,3646,3200,43,2202,1766,771,569,2335,2239,2176,4088,279,3283,3443,388,3777,3015,3883,3342,1145,1230,3875,293,3345,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,403,266,3199,2473,1427,797,2098,3953,2641,434,1687,293,1314,2807,218,3220,1135,2764,2833,2792,1766,3372,203,562,657,3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,3913,3870,3030,3552,751,1781,2338,687,3100,2856,4013,3526,3746,2093,3322,3226,1448,1682,2178,2570,3584,10,1314,2534,1545,1876,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,3825,2114,476,2933,2279,197,1924,3275,867,3889,4007,3467,2864,1388,3788,3232,1577,177,619,3356,2870,3476,2689,1689,656,721,1692,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,1417,137,2770,3145,2524,1199,2196,4010,2376,940,1017,234,899,2985,1664,2553,1251,421,1578,2501,2258,2683,856,624,2568,3286,2681,2546,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,3498,3947,575,1710,3237,3735,2264,2038,1174,537,449,301,3528,2226,3049,162,854,2209,836,870,2242,3274,2700,1066,310,2466,3709,3026,4009,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,1790,108,2469,3719,3962,1159,2874,1108,3036,926,2452,363,749,1607,2935,393,3958,199,2376,60,2732,1684,923,3570,1526,923,3915,3585,981,2526,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,3788,2275,2419,956,3384,991,330,1886,939,330,2888,1525,38,924,3444,3699,1241,4072,1701,2234,3348,2132,842,2284,2925,1012,1156,463,3910,3682,3292,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,3348,1884,2194,477,129,2313,2147,3617,2004,143,268,3529,1006,2139,528,1094,2627,1964,1029,99,1829,2037,1319,1426,7,442,2400,2322,3203,2309,823,2054,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,2477,3017,2353,2006,3806,3217,141,2701,2358,3461,1144,1007,1314,3216,704,2615,635,2209,223,2192,160,3232,3641,2339,2428,441,3382,3030,2597,978,1875,416,3371,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,3876,2046,2948,3052,3459,3463,3815,2760,2868,905,1373,1763,822,4093,4034,238,3345,3336,562,2333,2074,3475,1879,2920,639,609,3361,2701,130,3893,1912,1773,1461,1785,3894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,3512,783,334,1338,1114,2917,1019,2393,3148,2483,2081,2628,727,1473,3756,3703,185,693,453,3248,2920,2773,2095,861,3676,3631,344,687,58,1691,3615,825,577,2138,1624,1614,0,0,0,0,0,0,0,0,0,0,0,0,0
683,1294,1529,1069,593,2585,2499,2914,453,2567,2899,1526,3904,281,3025,3744,3531,3147,946,1637,3800,1667,168,2873,61,283,663,2715,3546,4072,1175,3639,2111,2194,459,2387,178,964,0,0,0,0,0,0,0,0,0,0,0,0
313,2774,792,3518,255,2283,675,235,733,2359,416,4038,564,3557,241,1705,534,2269,4034,2991,3958,1680,1711,3722,3859,1662,191,92,1552,237,3293,308,7,852,3706,3519,2588,3286,1570,0,0,0,0,0,0,0,0,0,0,0
3999,3427,189,2772,2678,2523,2687,225,2696,1594,322,1698,958,3738,1578,3679,1365,3962,2136,2521,1793,1644,476,2726,973,3112,1767,2343,1701,543,1852,3555,332,3778,769,1040,2132,3583,375,3618,0,0,0,0,0,0,0,0,0,0
738,3230,2414,1429,2222,2656,704,1232,3323,1278,3176,2735,222,4045,2970,2310,863,3152,946,2742,2167,2531,2038,3047,175,3389,481,3278,1531,1772,601,3030,4018,538,2146,2906,3120,2862,2799,674,3211,0,0,0,0,0,0,0,0,0
2592,3286,2472,626,2487,2164,1231,2959,114,1761,442,3186,3591,574,1293,3600,552,3653,2480,3229,1557,432,1172,158,2951,2413,3449,1575,2053,3128,3847,3549,2817,2162,2298,3037,316,1801,221,1188,837,1610,0,0,0,0,0,0,0,0
3958,411,3195,2284,1671,2112,855,3528,1375,427,3203,435,3750,4041,3084,2254,3791,1757,794,235,346,3162,3107,2033,985,2649,2314,3075,2563,3284,3368,1078,3535,548,3102,2082,2979,3114,2098,2167,1719,822,4003,0,0,0,0,0,0,0
2371,2841,623,3639,1397,1623,846,107,3638,3552,3484,722,3970,3648,2278,3216,1168,3206,1750,2713,4022,608,1637,3567,2226,2414,532,3900,3671,3007,2480,981,3506,1638,3610,760,2718,2799,3182,2352,1974,381,627,3949,0,0,0,0,0,0
430,1400,1991,2004,538,3745,2128,409,591,3967,3633,1851,2063,2771,2753,190,1329,1253,2049,1192,233,3178,2265,2304,3886,1451,2993,896,2249,3647,3601,2119,1486,3056,719,2936,497,2357,2310,2553,2944,3842,1271,2005,1177,0,0,0,0,0
1509,3187,2095,1240,539,4009,2482,3448,3289,3870,1126,396,1995,2347,1875,769,1736,1438,2719,23,3197,1777,2630,1346,1305,3082,767,3188,519,421,3687,1702,1180,2673,2317,3833,2937,3824,89,787,589,704,683,759,1744,3983,0,0,0,0
2397,2922,2282,3224,732,2339,3988,2455,3067,80,719,2673,2236,1507,1281,2767,966,1148,1226,1083,3104,1988,3218,1267,3616,1693,792,280,968,4093,356,3788,3348,3277,2944,2055,2419,2192,656,758,3328,254,1165,1087,1393,3675,54,0,0,0
463,1743,4018,1919,1140,3040,2268,3866,3189,534,3490,4006,1859,3610,1436,1973,1120,1685,3221,3501,2964,2876,1136,2313,3221,762,19,1649,2277,359,143,2200,185,3176,2657,3084,2057,3680,1768,529,3830,1037,198,105,380,1871,1848,2370,0,0
1267,4082,2971,1450,2970,97,2137,987,1538,2798,2027,584,1737,226,1881,2906,1442,2592,906,2217,3027,360,1738,564,1149,722,888,2657,323,3565,1138,1205,2523,4056,32,1560,1843,2673,1365,1358,988,3227,316,2305,2638,3642,1390,242,1958,0
0,878,3854,1757,4084,4018,505,1159,1661,3607,1234,3017,2719,1331,2723,2588,2961,900,3960,1217,53,3327,263,34,1855,1576,2356,871,2598,1024,553,3640,1761,3108,320,3073,435,2632,3374,3921,4035,996,2271,2173,499,2988,169,653,178,3167
0,0,2232,3351,473,1231,74,332,1672,2553,3274,2695,2977,3477,411,4000,1613,38,3857,2792,1912,3013,1967,798,2659,1917,252,4042,673,3163,1940,865,1923,431,2901,1397,1311,1790,1111,1425,1100,3993,3422,1007,2083,3732,2426,2593,2473,3187
0,0,0,4065,2847,129,99,882,3348,1595,3338,1640,3326,1096,2286,1968,2525,2596,336,3544,2918,3611,2537,1799,3061,2432,3763,2285,3211,616,958,1637,2030,2144,2701,1647,1667,2111,1780,240,909,2121,3105,2564,1273,751,2486,1345,210,1602
0,0,0,0,1043,1501,3910,176,124,140,2408,3653,2115,2927,1924,951,2045,2999,2559,3416,2567,1409,1262,2207,4052,576,368,1688,3906,3399,3246,2003,2726,2225,3957,2105,181,2645,1482,2209,1000,906,3004,2628,4011,270,502,433,494,3831
0,0,0,0,0,2697,1793,517,2731,751,3644,553,876,1034,3595,3919,4013,2081,232,3297,1731,1451,826,985,3009,3583,3817,651,588,3266,2504,136,2059,3952,769,1375,152,3028,3254,189,414,932,1622,3410,130,3833,2909,2580,2446,2078
0,0,0,0,0,0,3513,3021,4018,2705,717,69,2335,1737,3266,199,859,3733,2035,3834,1179,3903,1223,1669,1650,1549,2409,3951,287,2985,2725,1025,3131,518,454,3014,2882,3921,1466,752,246,3080,2458,793,1142,2215,784,884,2760,2068
0,0,0,0,0,0,0,1795,3075,681,2776,1861,1654,2542,3671,2596,233,1000,3761,88,4091,57,3203,3150,4095,2994,3686,3816,2995,3404,1662,2053,1619,1891,3252,442,3453,518,1915,991,2698,1217,3348,2805,582,883,3486,2476,518,2325
0,0,0,0,0,0,0,0,2392,257,592,3741,638,753,374,3624,2244,2875,2005,3597,342,4092,3668,1689,2974,2724,850,2195,1847,823,4082,739,3460,2523,3071,112,3168,3311,367,2788,4039,1411,3456,469,896,1943,4026,3639,3578,1762
0,0,0,0,0,0,0,0,0,2551,3458,3499,2000,208,3736,1418,1703,2279,4065,2121,2280,3955,3267,1785,2524,274,2884,416,2857,3999,2782,2022,1389,1480,1554,181,492,2584,892,3762,3816,663,3867,389,1638,1298,2982,738,3912,1299
0,0,0,0,0,0,0,0,0,0,3973,3101,1993,1084,1960,3954,2926,285,3842,2711,1532,3622,2190,886,603,1426,3726,1129,477,2648,134,3565,2975,1241,1331,1306,3925,3288,1676,1721,4016,1609,1435,2,1489,3002,3861,2308,4010,1502
